date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
22:02:18	28788/28788	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2014:02:18%20GMT	https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=18	E:/kuwo/prodaa/pf.hanbing365.cn/app/indexc972.html	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:18	14795/14795	---M--	200	added ('OK')	image/png	etag:%226315dc41-39cb%22	https://pf.hanbing365.cn/attachment/images/3/2022/09/sGfIz9KGyKGtIKGjIi43fUMU9h4S4G.png	E:/kuwo/prodaa/pf.hanbing365.cn/attachment/images/3/2022/09/sGfIz9KGyKGtIKGjIi43fUMU9h4S4G.png	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:19	28786/28786	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2014:02:19%20GMT	https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=9	E:/kuwo/prodaa/pf.hanbing365.cn/app/index9cad.html	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:19	19492/19492	---M--	200	added ('OK')	image/png	etag:%226315dc40-4c24%22	https://pf.hanbing365.cn/attachment/images/3/2022/09/XdccTdKcIO3I3013dzF1aDcK0AXOY0.png	E:/kuwo/prodaa/pf.hanbing365.cn/attachment/images/3/2022/09/XdccTdKcIO3I3013dzF1aDcK0AXOY0.png	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:20	28788/28788	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2014:02:20%20GMT	https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=24	E:/kuwo/prodaa/pf.hanbing365.cn/app/index78f2.html	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:20	17648/17648	---M--	200	added ('OK')	image/png	etag:%226315dc40-44f0%22	https://pf.hanbing365.cn/attachment/images/3/2022/09/nXCmmm3XcAZFAAGM5AxajCfa58mArc.png	E:/kuwo/prodaa/pf.hanbing365.cn/attachment/images/3/2022/09/nXCmmm3XcAZFAAGM5AxajCfa58mArc.png	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:21	28788/28788	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2014:02:21%20GMT	https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=23	E:/kuwo/prodaa/pf.hanbing365.cn/app/index3f9b.html	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:21	17285/17285	---M--	200	added ('OK')	image/png	etag:%226315dc41-4385%22	https://pf.hanbing365.cn/attachment/images/3/2022/09/s1JR0ytk42p0s2TUSp41u62CUxT24C.png	E:/kuwo/prodaa/pf.hanbing365.cn/attachment/images/3/2022/09/s1JR0ytk42p0s2TUSp41u62CUxT24C.png	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:22	28788/28788	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2014:02:22%20GMT	https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=10	E:/kuwo/prodaa/pf.hanbing365.cn/app/index336b.html	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:23	11810/11810	---M--	200	added ('OK')	image/png	etag:%226315dc41-2e22%22	https://pf.hanbing365.cn/attachment/images/3/2022/09/zRri6jLrIZ7L2Ac6I763lRLfir7Pry.png	E:/kuwo/prodaa/pf.hanbing365.cn/attachment/images/3/2022/09/zRri6jLrIZ7L2Ac6I763lRLfir7Pry.png	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
22:02:24	28788/28788	---MCZ	200	added ('OK')	text/html	date:Thu,%2015%20Dec%202022%2014:02:23%20GMT	https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=25	E:/kuwo/prodaa/pf.hanbing365.cn/app/index5798.html	(from https://pf.hanbing365.cn/app/index.php?i=3&c=entry&do=index&m=yy_shequn2&classId=2)
